time,lat,long,photo,lux
2018-04-28-02-08-04,-46.371240275294596,-103.39375758006305,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-04LuxQuest.jpg,5.5182486979166665
2018-04-28-02-08-07,-46.45559652663884,-103.15308220427931,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-07LuxQuest.jpg,5.2505891927083335
2018-04-28-02-08-09,-46.511525530657494,-102.99219709837966,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-09LuxQuest.jpg,5.319856770833334
2018-04-28-02-08-12,-46.59494604608544,-102.75021715646444,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-12LuxQuest.jpg,5.358551432291667
2018-04-28-02-08-15,-46.6777962407177,-102.50745174279469,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-15LuxQuest.jpg,5.172737630208333
2018-04-28-02-08-17,-46.73271779183377,-102.34518010849352,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-17LuxQuest.jpg,5.082613932291666
2018-04-28-02-08-20,-46.81461859017139,-102.10111012869228,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-20LuxQuest.jpg,5.51115234375
2018-04-28-02-08-23,-46.895942237524146,-101.85626833751483,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-23LuxQuest.jpg,5.239326171875
2018-04-28-02-08-25,-46.949835845170135,-101.692603344623,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-25LuxQuest.jpg,5.5005891927083335
2018-04-28-02-08-28,-47.030193020755334,-101.44646381750324,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-28LuxQuest.jpg,5.55767578125
2018-04-28-02-08-31,-47.109966215166494,-101.19954564881812,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-31LuxQuest.jpg,5.377477213541667
2018-04-28-02-08-33,-47.162818218964055,-101.03450095771393,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-33LuxQuest.jpg,5.466204427083333
2018-04-28-02-08-36,-47.241607866134736,-100.78628505308649,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-36LuxQuest.jpg,5.53201171875
2018-04-28-02-08-39,-47.31980328684763,-100.53730416727201,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-39LuxQuest.jpg,5.512936197916667
2018-04-28-02-08-42,-47.39740106600814,-100.28754463989216,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-42LuxQuest.jpg,5.464915364583334
2018-04-28-02-08-44,-47.44879823951249,-100.12060798638788,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-44LuxQuest.jpg,5.487421875
2018-04-28-02-08-47,-47.52539198086501,-99.86956438344406,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-47LuxQuest.jpg,5.422587890625
2018-04-28-02-08-50,-47.60138125047599,-99.6177557993132,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-50LuxQuest.jpg,5.494632161458333
2018-04-28-02-08-52,-47.651699254091476,-99.44945993816408,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-52LuxQuest.jpg,5.475478515625
2018-04-28-02-08-55,-47.726667410421534,-99.19637410865843,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-55LuxQuest.jpg,5.63484375
2018-04-28-02-08-58,-47.80102084972629,-98.94252329796574,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-08-58LuxQuest.jpg,5.522044270833334
2018-04-28-02-09-00,-47.850246023074575,-98.77286822917179,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-00LuxQuest.jpg,5.479541015625
2018-04-28-02-09-03,-47.92356468872008,-98.51775383348264,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-03LuxQuest.jpg,5.4466015625
2018-04-28-02-09-06,-47.99626180715111,-98.26188128679563,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-06LuxQuest.jpg,5.5834733072916665
2018-04-28-02-09-08,-48.04437707475926,-98.09088750092437,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-08LuxQuest.jpg,5.51400390625
2018-04-28-02-09-11,-48.11602234405811,-97.83375819943006,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-11LuxQuest.jpg,5.2055859375
2018-04-28-02-09-14,-48.18703582085873,-97.57587757712706,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-14LuxQuest.jpg,5.320442708333333
2018-04-28-02-09-16,-48.23402410725384,-97.40354507417847,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-16LuxQuest.jpg,5.363727213541667
2018-04-28-02-09-19,-48.303975489638525,-97.1444281876357,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-19LuxQuest.jpg,5.3523046875
2018-04-28-02-09-22,-48.37328141914664,-96.88456681047339,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-22LuxQuest.jpg,5.433909505208334
2018-04-28-02-09-24,-48.41912906395035,-96.71090925082582,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-24LuxQuest.jpg,5.432620442708333
2018-04-28-02-09-27,-48.48735923866419,-96.44981843961291,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-27LuxQuest.jpg,5.3899544270833335
2018-04-28-02-09-30,-48.5549371303123,-96.18798996796964,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-30LuxQuest.jpg,5.205266927083334
2018-04-28-02-09-32,-48.599623642957106,-96.01303467237976,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-32LuxQuest.jpg,5.411090494791667
2018-04-28-02-09-35,-48.6661121194326,-95.74999042706423,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-35LuxQuest.jpg,5.4757421875
2018-04-28-02-09-38,-48.731938067558595,-95.48622901188585,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-38LuxQuest.jpg,5.48314453125
2018-04-28-02-09-40,-48.775453202760744,-95.30998281054283,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-40LuxQuest.jpg,5.468919270833333
2018-04-28-02-09-43,-48.8401726602412,-95.04501245188136,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-43LuxQuest.jpg,5.428053385416667
2018-04-28-02-09-46,-48.904222759183,-94.7793317535462,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-46LuxQuest.jpg,5.467721354166667
2018-04-28-02-09-48,-48.946549441469564,-94.60181513701758,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-48LuxQuest.jpg,5.495166015625
2018-04-28-02-09-51,-49.00947597429289,-94.33495281595602,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-51LuxQuest.jpg,5.342236328125
2018-04-28-02-09-54,-49.071729733482975,-94.06738698540993,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-54LuxQuest.jpg,5.62984375
2018-04-28-02-09-57,-49.13330047375605,-93.7991244755685,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-57LuxQuest.jpg,5.3854361979166665
2018-04-28-02-09-59,-49.17396742007431,-93.61989348155821,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-09-59LuxQuest.jpg,5.4902571614583335
2018-04-28-02-10-02,-49.234397518756,-93.35047666974705,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-02LuxQuest.jpg,5.305296223958333
2018-04-28-02-10-05,-49.29413776833152,-93.08036317864055,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-05LuxQuest.jpg,5.313522135416667
2018-04-28-02-10-07,-49.33358211078834,-92.89991641095799,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-07LuxQuest.jpg,5.289576822916667
2018-04-28-02-10-10,-49.39216805839412,-92.62867593863844,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-10LuxQuest.jpg,5.191930338541667
2018-04-28-02-10-13,-49.45005732670457,-92.35675927759107,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-13LuxQuest.jpg,5.181682942708333
2018-04-28-02-10-15,-49.48826198982703,-92.17511039661457,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-15LuxQuest.jpg,5.128014322916667
2018-04-28-02-10-18,-49.5449832957894,-91.90208041473248,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-18LuxQuest.jpg,5.2520540364583335
2018-04-28-02-10-21,-49.60100109226726,-91.62839473469008,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-21LuxQuest.jpg,5.1849576822916665
2018-04-28-02-10-23,-49.637949000582445,-91.44557106117635,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-23LuxQuest.jpg,5.288684895833334
2018-04-28-02-10-26,-49.69278517433389,-91.1707993810559,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-26LuxQuest.jpg,5.336116536458333
2018-04-28-02-10-29,-49.74690417822249,-90.89537883296431,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-29LuxQuest.jpg,5.321376953125
2018-04-28-02-10-31,-49.78258850154122,-90.71140768767002,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-31LuxQuest.jpg,4.95140625
2018-04-28-02-10-34,-49.835512222325065,-90.43492846025707,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-34LuxQuest.jpg,5.278805338541667
2018-04-28-02-10-37,-49.887715358151475,-90.15782085544048,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-37LuxQuest.jpg,5.232021484375
2018-04-28-02-10-39,-49.922119021000825,-89.9727295591223,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-39LuxQuest.jpg,5.085950520833333
2018-04-28-02-10-42,-49.97311321334414,-89.69458376555188,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-42LuxQuest.jpg,5.315458984375
2018-04-28-02-10-45,-50.02337999054085,-89.41583008514532,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-45LuxQuest.jpg,5.28484375
2018-04-28-02-10-47,-50.0564859174479,-89.2296527887491,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-47LuxQuest.jpg,5.239638671875
2018-04-28-02-10-50,-50.105533505877766,-88.94988824034539,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-50LuxQuest.jpg,5.302405598958333
2018-04-28-02-10-53,-50.15384343387726,-88.66952946548388,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-53LuxQuest.jpg,5.276653645833333
2018-04-28-02-10-55,-50.18564137955826,-88.48229348976632,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-55LuxQuest.jpg,5.3058854166666665
2018-04-28-02-10-58,-50.23271845841257,-88.2009579978535,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-10-58LuxQuest.jpg,5.146315104166667
2018-04-28-02-11-01,-50.27905104664735,-87.91904193986122,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-01LuxQuest.jpg,4.949576822916667
2018-04-28-02-11-03,-50.309527350723954,-87.73078826595732,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-03LuxQuest.jpg,5.160016276041667
2018-04-28-02-11-06,-50.35461684452979,-87.44792964185959,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-06LuxQuest.jpg,4.9836197916666665
2018-04-28-02-11-09,-50.39895501752693,-87.16451777243907,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-09LuxQuest.jpg,5.201484375
2018-04-28-02-11-11,-50.42809601962079,-86.97526689091636,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-11LuxQuest.jpg,4.937848307291667
2018-04-28-02-11-14,-50.471177437810645,-86.69093977614708,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-14LuxQuest.jpg,5.06115234375
2018-04-28-02-11-17,-50.51350070500263,-86.40607307643334,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-17LuxQuest.jpg,4.775625
2018-04-28-02-11-20,-50.55506582119674,-86.12068045215354,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-20LuxQuest.jpg,5.185078125
2018-04-28-02-11-22,-50.58235242693094,-85.93013183468852,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-22LuxQuest.jpg,5.1721484375
2018-04-28-02-11-25,-50.62264371284485,-85.64387177638412,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-25LuxQuest.jpg,5.149814453125
2018-04-28-02-11-28,-50.66217001757171,-85.35710628408113,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-28LuxQuest.jpg,5.224345703125
2018-04-28-02-11-30,-50.688097415661076,-85.16565608164568,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-30LuxQuest.jpg,4.949264322916667
2018-04-28-02-11-33,-50.72633964482398,-84.87805730626394,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-33LuxQuest.jpg,5.147093098958333
2018-04-28-02-11-36,-50.763810062610666,-84.58998041764032,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-36LuxQuest.jpg,5.284514973958333
2018-04-28-02-11-38,-50.78836117758228,-84.39766278118027,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-38LuxQuest.jpg,5.31099609375
2018-04-28-02-11-41,-50.82454068961584,-84.10879359061292,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-41LuxQuest.jpg,5.0370475260416665
2018-04-28-02-11-44,-50.85994156008401,-83.81945994718201,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-44LuxQuest.jpg,5.160791015625
2018-04-28-02-11-46,-50.8831095617487,-83.62632268802156,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-46LuxQuest.jpg,5.200374348958333
2018-04-28-02-11-49,-50.9172058660854,-83.33623772378195,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-49LuxQuest.jpg,5.262685546875
2018-04-28-02-11-52,-50.95052011376214,-83.04571562743546,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-52LuxQuest.jpg,5.160432942708334
2018-04-28-02-11-54,-50.97229134174155,-82.85179289652045,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-54LuxQuest.jpg,5.149544270833333
2018-04-28-02-11-57,-51.00429419309765,-82.56056046050028,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-11-57LuxQuest.jpg,5.197291666666667
2018-04-28-02-12-00,-51.0355081576046,-82.26891138294073,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-00LuxQuest.jpg,5.101962890625
2018-04-28-02-12-02,-51.05587578170958,-82.07425099159538,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-02LuxQuest.jpg,5.287106119791667
2018-04-28-02-12-05,-51.08576810461214,-81.78193255549716,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-05LuxQuest.jpg,5.287395833333333
2018-04-28-02-12-08,-51.114868125570986,-81.48922479861626,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-08LuxQuest.jpg,5.341507161458333
2018-04-28-02-12-10,-51.133821900517766,-81.29387455816473,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-10LuxQuest.jpg,5.197604166666666
2018-04-28-02-12-13,-51.16159344968304,-81.0005384238802,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-13LuxQuest.jpg,5.150576171875
2018-04-28-02-12-16,-51.18856245162084,-80.70684028956964,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-16LuxQuest.jpg,5.191927083333334
2018-04-28-02-12-19,-51.21473232142574,-80.41278698542226,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-19LuxQuest.jpg,5.194375
2018-04-28-02-12-21,-51.231729247175316,-80.21656248075696,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-21LuxQuest.jpg,5.267379557291667
2018-04-28-02-12-24,-51.256560399902895,-79.92194227090846,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-24LuxQuest.jpg,5.2665397135416665
2018-04-28-02-12-27,-51.28058559030842,-79.6269942119798,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-27LuxQuest.jpg,5.3913346354166665
2018-04-28-02-12-29,-51.29615159142688,-79.43018914123506,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-29LuxQuest.jpg,5.06484375
2018-04-28-02-12-32,-51.318831234565906,-79.1347151577403,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-32LuxQuest.jpg,5.25970703125
2018-04-28-02-12-35,-51.3406980851937,-78.83894747611124,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-35LuxQuest.jpg,5.2858203125
2018-04-28-02-12-37,-51.35482633149187,-78.64160965061123,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-37LuxQuest.jpg,4.991650390625
2018-04-28-02-12-40,-51.37534421975859,-78.34536385574027,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-40LuxQuest.jpg,5.360231119791667
2018-04-28-02-12-43,-51.39504931551408,-78.04884485330251,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-43LuxQuest.jpg,5.259833984375
2018-04-28-02-12-45,-51.40772956170821,-77.85102208437142,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-45LuxQuest.jpg,5.2740625
2018-04-28-02-12-48,-51.42607544981886,-77.55407961020512,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-48LuxQuest.jpg,5.416227213541666
2018-04-28-02-12-51,-51.4436051303237,-77.2568912492287,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-51LuxQuest.jpg,4.964375
2018-04-28-02-12-53,-51.454837376413785,-77.05863134819074,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-53LuxQuest.jpg,5.051969401041666
2018-04-28-02-12-56,-51.47100101908462,-76.76106049662079,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-56LuxQuest.jpg,5.3039322916666665
2018-04-28-02-12-59,-51.486348454149635,-76.46327790918657,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-12-59LuxQuest.jpg,5.256907552083334
2018-04-28-02-13-01,-51.49612245485193,-76.26463551755509,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-01LuxQuest.jpg,5.17509765625
2018-04-28-02-13-04,-51.51010385208294,-75.96651825085155,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-04LuxQuest.jpg,5.271848958333333
2018-04-28-02-13-07,-51.523258796424386,-75.66820973885125,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-07LuxQuest.jpg,5.239755859375
2018-04-28-02-13-09,-51.53157455173888,-75.46924632832877,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-09LuxQuest.jpg,5.103756510416667
2018-04-28-02-13-12,-51.54335662805715,-75.17065777857249,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-12LuxQuest.jpg,5.141396484375
2018-04-28-02-13-15,-51.55431908167502,-74.8719121344653,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-15LuxQuest.jpg,5.157545572916667
2018-04-28-02-13-17,-51.561166346317954,-74.67266868618687,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-17LuxQuest.jpg,5.089166666666666
2018-04-28-02-13-20,-51.57075251681807,-74.37368398545873,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-20LuxQuest.jpg,5.4459016927083335
2018-04-28-02-13-23,-51.57951223442861,-74.07457634132552,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-23LuxQuest.jpg,5.265380859375
2018-04-28-02-13-25,-51.58489442349458,-73.87510749680447,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-25LuxQuest.jpg,5.2584765625
2018-04-28-02-13-28,-51.59227444289278,-73.57581543756369,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-28LuxQuest.jpg,5.116536458333333
2018-04-28-02-13-31,-51.59883142449599,-73.27642775567452,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-31LuxQuest.jpg,5.136484375
2018-04-28-02-13-33,-51.60273829270124,-73.07678815642421,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-33LuxQuest.jpg,5.052242838541667
2018-04-28-02-13-36,-51.60791557609211,-72.77726387075164,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-36LuxQuest.jpg,5.294632161458333
2018-04-28-02-13-39,-51.612259576404234,-72.47767811337654,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-39LuxQuest.jpg,5.27578125
2018-04-28-02-13-41,-51.614697953937934,-72.27792240091036,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-41LuxQuest.jpg,4.941412760416667
2018-04-28-02-13-44,-51.61766225603772,-71.97824785107605,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-44LuxQuest.jpg,5.258430989583333
2018-04-28-02-13-47,-51.61980010524793,-71.67853915029589,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-47LuxQuest.jpg,5.217314453125
2018-04-28-02-13-49,-51.620763161920905,-71.47872196612715,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-49LuxQuest.jpg,5.093440755208333
2018-04-28-02-13-52,-51.62151789782419,-71.17897911440114,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-52LuxQuest.jpg,5.262613932291667
2018-04-28-02-13-55,-51.62144276574332,-70.87922943248597,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-55LuxQuest.jpg,5.048307291666666
2018-04-28-02-13-57,-51.62093050155557,-70.6793985879389,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-13-57LuxQuest.jpg,5.011946614583334
2018-04-28-02-14-00,-51.61947225616777,-70.37966939659124,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-00LuxQuest.jpg,5.312376302083333
2018-04-28-02-14-03,-51.617187557890404,-70.07996069581108,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-03LuxQuest.jpg,5.072542317708334
2018-04-28-02-14-05,-51.61519997284193,-69.88017766258821,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-05LuxQuest.jpg,5.290358072916667
2018-04-28-02-14-08,-51.61153216125763,-69.58053726369975,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-08LuxQuest.jpg,5.174287109375
2018-04-28-02-14-11,-51.607037896783766,-69.28095833651382,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-11LuxQuest.jpg,5.034798177083333
2018-04-28-02-14-13,-51.60357840596915,-69.08127092593932,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-13LuxQuest.jpg,5.2070084635416665
2018-04-28-02-14-16,-51.597701028188354,-68.78180811196928,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-16LuxQuest.jpg,5.209274088541667
2018-04-28-02-14-19,-51.590997197517986,-68.48242726026929,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-19LuxQuest.jpg,4.967679036458334
2018-04-28-02-14-22,-51.583463498863466,-68.18314886140683,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-22LuxQuest.jpg,5.285953776041667
2018-04-28-02-14-24,-51.57798227205453,-67.98368684707495,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-24LuxQuest.jpg,5.275198567708333
2018-04-28-02-14-27,-51.56907229028225,-67.68459286332009,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-27LuxQuest.jpg,5.223033854166666
2018-04-28-02-14-30,-51.5593358556204,-67.38562865315947,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-30LuxQuest.jpg,5.2723177083333335
2018-04-28-02-14-32,-51.55238613813991,-67.1863920350702,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-32LuxQuest.jpg,5.1283170572916665
2018-04-28-02-14-35,-51.54127683545488,-66.88766005134136,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-35LuxQuest.jpg,5.022874348958333
2018-04-28-02-14-38,-51.52934107988028,-66.58909199215259,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-38LuxQuest.jpg,5.473658854166667
2018-04-28-02-14-40,-51.52092628682283,-66.39013541181929,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-40LuxQuest.jpg,5.275869140625
2018-04-28-02-14-43,-51.507621078319644,-66.09184739038649,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-43LuxQuest.jpg,5.258470052083333
2018-04-28-02-14-46,-51.493492832021474,-65.79375061425044,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-46LuxQuest.jpg,5.312184244791666
2018-04-28-02-14-48,-51.483616378481635,-65.59512871318648,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-48LuxQuest.jpg,5.323854166666667
2018-04-28-02-14-51,-51.46812209434946,-65.2973597861306,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-51LuxQuest.jpg,5.163600260416667
2018-04-28-02-14-54,-51.4518047724223,-64.99981625531734,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-54LuxQuest.jpg,5.283167317708333
2018-04-28-02-14-56,-51.44047348858925,-64.80157684484689,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-56LuxQuest.jpg,5.071650390625
2018-04-28-02-14-59,-51.422793543922666,-64.50440897443796,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-14-59LuxQuest.jpg,5.058805338541666
2018-04-28-02-15-02,-51.40430080674486,-64.20748699083917,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-15-02LuxQuest.jpg,5.28109375
2018-04-28-02-15-04,-51.39151469261859,-64.0096847124756,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-15-04LuxQuest.jpg,5.059820963541667
2018-04-28-02-15-07,-51.37166274779595,-63.71319303079452,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-15-07LuxQuest.jpg,5.250260416666666
2018-04-28-02-15-10,-51.35099801046208,-63.41698138686941,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-15-10LuxQuest.jpg,5.18994140625
2018-04-28-02-15-12,-51.336767311326355,-63.219657221747745,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-15-12LuxQuest.jpg,5.162041015625
2018-04-28-02-15-15,-51.31475019653682,-62.92392369106453,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-15-15LuxQuest.jpg,5.166419270833333
2018-04-28-02-15-18,-51.29192370433064,-62.62848385851563,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-15-18LuxQuest.jpg,5.216295572916667
2018-04-28-02-15-20,-51.27625525037463,-62.43169927833839,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-15-20LuxQuest.jpg,5.302477213541667
2018-04-28-02-15-23,-51.25208321090196,-62.13678537035558,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-02-15-23LuxQuest.jpg,5.274007161458333
