time,lat,long,photo,lux
2018-04-28-00-53-29,-32.11051904307624,9.57584240031419,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-53-29LuxQuest.jpg,5.241194661458334
2018-04-28-00-53-32,-31.97830365621772,9.730948312402363,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-53-32LuxQuest.jpg,5.412828776041667
2018-04-28-00-53-35,-31.845862873116587,9.885571842380404,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-53-35LuxQuest.jpg,5.250904947916666
2018-04-28-00-53-37,-31.757449489405357,9.988387533730252,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-53-37LuxQuest.jpg,5.296468098958333
2018-04-28-00-53-40,-31.624646706278213,10.142214492896342,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-53-40LuxQuest.jpg,5.377682291666667
2018-04-28-00-53-43,-31.491628772192215,10.29556760768876,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-53-43LuxQuest.jpg,5.414680989583333
2018-04-28-00-53-45,-31.40282948279288,10.397540624449759,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-53-45LuxQuest.jpg,5.409856770833334
2018-04-28-00-53-48,-31.269452963775457,10.550110828808565,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-53-48LuxQuest.jpg,5.467613932291667
2018-04-28-00-53-51,-31.13586470889376,10.702214872756517,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-53-51LuxQuest.jpg,5.316168619791667
2018-04-28-00-53-53,-31.046689759090075,10.80335972908065,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-53-53LuxQuest.jpg,5.203522135416667
2018-04-28-00-53-56,-30.912749749466126,10.954693669199685,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-53-56LuxQuest.jpg,5.279866536458333
2018-04-28-00-53-59,-30.778604834167073,11.105569986644328,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-53-59LuxQuest.jpg,5.446809895833334
2018-04-28-00-54-01,-30.68906105414821,11.20590205045723,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-01LuxQuest.jpg,5.310260416666667
2018-04-28-00-54-04,-30.554574629390657,11.356021924451294,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-04LuxQuest.jpg,5.428238932291666
2018-04-28-00-54-07,-30.419883298958005,11.505691859733783,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-07LuxQuest.jpg,5.1791796875
2018-04-28-00-54-09,-30.32998093400771,11.605223937640147,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-09LuxQuest.jpg,5.214541015625
2018-04-28-00-54-12,-30.19495492430573,11.754151089850398,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-12LuxQuest.jpg,5.32134765625
2018-04-28-00-54-15,-30.05973083911782,11.902635987311891,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-15LuxQuest.jpg,5.3115462239583335
2018-04-28-00-54-17,-29.969473304330684,12.001381739690057,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-17LuxQuest.jpg,5.058053385416667
2018-04-28-00-54-20,-29.833924785157194,12.149137514457651,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-20LuxQuest.jpg,5.446451822916667
2018-04-28-00-54-23,-29.698178190497778,12.296458718439302,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-23LuxQuest.jpg,5.215693359375
2018-04-28-00-54-25,-29.607575731157556,12.394433513214903,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-25LuxQuest.jpg,5.4426041666666665
2018-04-28-00-54-28,-29.47150811760715,12.541037547333703,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-28LuxQuest.jpg,5.240003255208333
2018-04-28-00-54-31,-29.335252673854566,12.68721640217667,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-31LuxQuest.jpg,5.2009505208333335
2018-04-28-00-54-33,-29.24431212015043,12.784433045954401,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-33LuxQuest.jpg,5.4037076822916665
2018-04-28-00-54-36,-29.107742487696026,12.92990753753921,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-36LuxQuest.jpg,5.2060774739583335
2018-04-28-00-54-39,-28.97098844013403,13.07496282626371,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-39LuxQuest.jpg,5.433727213541666
2018-04-28-00-54-41,-28.87971662225515,13.171435833195554,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-41LuxQuest.jpg,5.059261067708333
2018-04-28-00-54-44,-28.74265180108592,13.315801272813882,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-44LuxQuest.jpg,5.442737630208334
2018-04-28-00-54-47,-28.60540939499827,13.459755193534717,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-47LuxQuest.jpg,5.12283203125
2018-04-28-00-54-49,-28.51381314313381,13.555497370225371,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-49LuxQuest.jpg,5.425826822916667
2018-04-28-00-54-52,-28.376268501175385,13.698773394671083,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-52LuxQuest.jpg,5.258040364583334
2018-04-28-00-54-55,-28.238546274298542,13.841646437955763,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-55LuxQuest.jpg,5.419638671875
2018-04-28-00-54-57,-28.146634126184974,13.93667229855721,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-54-57LuxQuest.jpg,5.159274088541666
2018-04-28-00-55-00,-28.008618201173817,14.078879398397815,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-00LuxQuest.jpg,5.447145182291667
2018-04-28-00-55-03,-27.870428106338828,14.220691201040205,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-03LuxQuest.jpg,5.416324869791667
2018-04-28-00-55-06,-27.732065549227293,14.362110267805319,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-06LuxQuest.jpg,5.491236979166667
2018-04-28-00-55-08,-27.639728221837892,14.45617221796015,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-08LuxQuest.jpg,5.511751302083334
2018-04-28-00-55-11,-27.50108050432851,14.596942416754112,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-11LuxQuest.jpg,4.938623046875
2018-04-28-00-55-14,-27.36226373963717,14.73732670985997,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-14LuxQuest.jpg,5.2591764322916665
2018-04-28-00-55-16,-27.269625883924288,14.830703933550506,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-16LuxQuest.jpg,5.352281901041667
2018-04-28-00-55-19,-27.13053078902427,14.970453019063553,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-19LuxQuest.jpg,5.3397265625
2018-04-28-00-55-22,-26.991271769584174,15.109824736624955,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-22LuxQuest.jpg,5.441591796875
2018-04-28-00-55-24,-26.89834021573698,15.202529186682247,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-24LuxQuest.jpg,5.256015625
2018-04-28-00-55-27,-26.758807988730084,15.341275941934592,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-27LuxQuest.jpg,5.143570963541666
2018-04-28-00-55-30,-26.619113544730396,15.479652159424466,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-30LuxQuest.jpg,5.416923828125
2018-04-28-00-55-32,-26.525895122938064,15.571699203774143,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-32LuxQuest.jpg,5.424560546875
2018-04-28-00-55-35,-26.385934301560745,15.7094641193333,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-35LuxQuest.jpg,5.257213541666666
2018-04-28-00-55-38,-26.24581638583252,15.846865327319154,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-38LuxQuest.jpg,5.4896842447916665
2018-04-28-00-55-40,-26.152317926284216,15.938266918792264,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-40LuxQuest.jpg,5.337242838541667
2018-04-28-00-55-43,-26.011938755820236,16.07506877767845,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-43LuxQuest.jpg,5.560270182291666
2018-04-28-00-55-46,-25.87140590609993,16.2115137591805,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-46LuxQuest.jpg,5.274169921875
2018-04-28-00-55-48,-25.777632531437533,16.302280143060802,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-48LuxQuest.jpg,5.492272135416667
2018-04-28-00-55-51,-25.636843549623354,16.438139435841524,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-51LuxQuest.jpg,5.074964192708333
2018-04-28-00-55-54,-25.495906011194723,16.573646973879992,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-54LuxQuest.jpg,5.255042317708333
2018-04-28-00-55-56,-25.401864551607403,16.663793518093115,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-56LuxQuest.jpg,5.2872102864583335
2018-04-28-00-55-59,-25.26067600372678,16.7987273202413,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-55-59LuxQuest.jpg,5.214873046875
2018-04-28-00-56-02,-25.11934231432629,16.933317905383696,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-02LuxQuest.jpg,5.234026692708333
2018-04-28-00-56-04,-25.025037892455924,17.022856562760683,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-04LuxQuest.jpg,5.223131510416667
2018-04-28-00-56-07,-24.883460023792605,17.15688365729655,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-07LuxQuest.jpg,5.1846321614583335
2018-04-28-00-56-10,-24.741738721156718,17.290574365015797,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-10LuxQuest.jpg,5.38890625
2018-04-28-00-56-12,-24.64717816719248,17.379517088387704,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-12LuxQuest.jpg,5.336165364583334
2018-04-28-00-56-15,-24.50521780793564,17.512656258331468,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-15LuxQuest.jpg,5.344957682291667
2018-04-28-00-56-18,-24.363117429800816,17.645467579195074,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-18LuxQuest.jpg,5.399274088541667
2018-04-28-00-56-20,-24.26830757393187,17.733826321392943,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-20LuxQuest.jpg,5.248704427083333
2018-04-28-00-56-23,-24.125974969365267,17.866096349764828,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-23LuxQuest.jpg,5.208831380208333
2018-04-28-00-56-26,-23.983505761015262,17.998043651698424,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-26LuxQuest.jpg,5.274586588541666
2018-04-28-00-56-28,-23.888450018336197,18.085832073100597,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-28LuxQuest.jpg,5.525725911458333
2018-04-28-00-56-31,-23.74575370619629,18.21725003537352,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-31LuxQuest.jpg,5.337936197916667
2018-04-28-00-56-34,-23.602922497820277,18.348353808944623,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-34LuxQuest.jpg,5.457259114583334
2018-04-28-00-56-36,-23.507627698520256,18.43558386238215,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-36LuxQuest.jpg,5.272223307291667
2018-04-28-00-56-39,-23.36457621654351,18.56616854157633,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-39LuxQuest.jpg,5.321256510416666
2018-04-28-00-56-42,-23.22139325342524,18.69644586225786,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-42LuxQuest.jpg,5.466080729166666
2018-04-28-00-56-44,-23.12586452014615,18.783127793014494,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-44LuxQuest.jpg,5.4514388020833335
2018-04-28-00-56-47,-22.98246469852173,18.912896264602857,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-47LuxQuest.jpg,5.169013671875
2018-04-28-00-56-50,-22.838936810850377,19.04236420786774,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-50LuxQuest.jpg,5.229143880208333
2018-04-28-00-56-52,-22.74318097378138,19.12851167632182,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-52LuxQuest.jpg,5.2518359375
2018-04-28-00-56-55,-22.59944305779305,19.257482723324586,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-55LuxQuest.jpg,5.458050130208333
2018-04-28-00-56-58,-22.45557878330507,19.38616007219304,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-56-58LuxQuest.jpg,5.524723307291667
2018-04-28-00-57-00,-22.359600965088053,19.471781616081028,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-00LuxQuest.jpg,5.408990885416666
2018-04-28-00-57-03,-22.215531784924973,19.599974021518413,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-03LuxQuest.jpg,5.218697916666667
2018-04-28-00-57-06,-22.071339661356834,19.72787614391607,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-06LuxQuest.jpg,5.226451822916666
2018-04-28-00-57-09,-21.927026301930926,19.855494813463174,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-09LuxQuest.jpg,5.181188151041667
2018-04-28-00-57-11,-21.83075137048501,19.940414555413945,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-11LuxQuest.jpg,4.949039713541667
2018-04-28-00-57-14,-21.686239935573177,20.067561941908316,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-14LuxQuest.jpg,5.253287760416667
2018-04-28-00-57-17,-21.54160897235086,20.194429290646717,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-17LuxQuest.jpg,4.9724348958333335
2018-04-28-00-57-19,-21.44512401258797,20.278852136335367,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-19LuxQuest.jpg,5.093056640625
2018-04-28-00-57-22,-21.300300096521603,20.405260154852087,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-22LuxQuest.jpg,5.393841145833333
2018-04-28-00-57-25,-21.15536006723935,20.531393258254713,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-25LuxQuest.jpg,5.329065755208333
2018-04-28-00-57-27,-21.058670201801355,20.615332868059582,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-27LuxQuest.jpg,5.3267610677083335
2018-04-28-00-57-30,-20.913542342316926,20.74101688652428,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-30LuxQuest.jpg,5.39107421875
2018-04-28-00-57-33,-20.768300077163897,20.866434527611347,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-33LuxQuest.jpg,5.3732421875
2018-04-28-00-57-35,-20.67141042869268,20.949899439268904,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-35LuxQuest.jpg,5.383040364583334
2018-04-28-00-57-38,-20.52598374843206,21.074876533154505,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-38LuxQuest.jpg,5.43728515625
2018-04-28-00-57-41,-20.380449492692016,21.199594079851643,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-41LuxQuest.jpg,5.053356119791666
2018-04-28-00-57-43,-20.283365183829453,21.28259624619293,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-43LuxQuest.jpg,5.384814453125
2018-04-28-00-57-46,-20.13764822052911,21.406883490972362,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-46LuxQuest.jpg,5.18080078125
2018-04-28-00-57-49,-19.99182538929663,21.5309180187525,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-49LuxQuest.jpg,5.404986979166667
2018-04-28-00-57-51,-19.8945515426846,21.613467685061273,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-51LuxQuest.jpg,5.029449869791667
2018-04-28-00-57-54,-19.748552834080993,21.737082156207457,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-54LuxQuest.jpg,5.373753255208333
2018-04-28-00-57-57,-19.602449965092543,21.86044903299623,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-57LuxQuest.jpg,5.0926302083333335
2018-04-28-00-57-59,-19.504991703372923,21.942558152103537,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-57-59LuxQuest.jpg,5.206194661458333
2018-04-28-00-58-02,-19.358718079655223,22.065515217542107,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-02LuxQuest.jpg,5.502083333333333
2018-04-28-00-58-05,-19.212343710647264,22.188231518812433,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-05LuxQuest.jpg,5.50583984375
2018-04-28-00-58-07,-19.11470444891464,22.269908628454736,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-07LuxQuest.jpg,5.213772786458334
2018-04-28-00-58-10,-18.968162740272017,22.39222707120591,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-10LuxQuest.jpg,5.369098307291667
2018-04-28-00-58-13,-18.821521993886428,22.514308164883428,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-13LuxQuest.jpg,5.347119140625
2018-04-28-00-58-15,-18.723706854782673,22.595565217891775,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-15LuxQuest.jpg,5.210354817708334
2018-04-28-00-58-18,-18.5769038914043,22.7172569907866,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-18LuxQuest.jpg,5.179140625
2018-04-28-00-58-21,-18.43000530537754,22.838718244796937,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-21LuxQuest.jpg,5.3851529947916665
2018-04-28-00-58-23,-18.33201941154454,22.919567194002376,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-23LuxQuest.jpg,5.4954622395833335
2018-04-28-00-58-26,-18.18496202361958,23.04064937251378,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-26LuxQuest.jpg,5.275862630208334
2018-04-28-00-58-29,-18.03781072059353,23.161507862329863,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-29LuxQuest.jpg,5.685283203125
2018-04-28-00-58-31,-17.939659194673155,23.241957245468857,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-31LuxQuest.jpg,5.352939453125
2018-04-28-00-58-34,-17.792354212390784,23.362445197522465,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-34LuxQuest.jpg,5.475559895833333
2018-04-28-00-58-37,-17.64495873010191,23.482716291069927,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-37LuxQuest.jpg,5.194466145833333
2018-04-28-00-58-39,-17.546644987188746,23.562776353426234,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-39LuxQuest.jpg,5.2559602864583335
2018-04-28-00-58-42,-17.399099240738128,23.682685446947684,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-42LuxQuest.jpg,5.480390625
2018-04-28-00-58-45,-17.251466409375595,23.80238451215216,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-45LuxQuest.jpg,5.492779947916667
2018-04-28-00-58-48,-17.103744785553854,23.92187013394507,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-48LuxQuest.jpg,5.535657552083333
2018-04-28-00-58-50,-17.005215891681832,24.001412809471745,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-50LuxQuest.jpg,5.516077473958333
2018-04-28-00-58-53,-16.85735083388752,24.12055350671157,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-53LuxQuest.jpg,5.4819954427083335
2018-04-28-00-58-56,-16.709400398728583,24.239487590729002,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-56LuxQuest.jpg,5.36966796875
2018-04-28-00-58-58,-16.61071953314753,24.318664851135082,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-58-58LuxQuest.jpg,5.545908203125
2018-04-28-00-59-01,-16.462629079110606,24.437264255883182,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-01LuxQuest.jpg,5.353522135416667
2018-04-28-00-59-04,-16.31445495525635,24.55566217005077,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-04LuxQuest.jpg,5.479609375
2018-04-28-00-59-06,-16.215627240608143,24.63448426062001,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-06LuxQuest.jpg,5.507662760416666
2018-04-28-00-59-09,-16.067318220517777,24.752556033254727,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-09LuxQuest.jpg,5.515231119791666
2018-04-28-00-59-12,-15.918928945704666,24.870431437950806,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-12LuxQuest.jpg,5.1502897135416665
2018-04-28-00-59-14,-15.81995779708389,24.948910311514254,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-14LuxQuest.jpg,5.344762369791667
2018-04-28-00-59-17,-15.671437041129254,25.06646811241393,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-17LuxQuest.jpg,5.304736328125
2018-04-28-00-59-20,-15.522837737999163,25.18383808311143,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-20LuxQuest.jpg,5.329296875
2018-04-28-00-59-22,-15.423728278047694,25.26198056985825,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-22LuxQuest.jpg,5.466598307291667
2018-04-28-00-59-25,-15.275000908870666,25.379041474495807,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-25LuxQuest.jpg,5.4558984375
2018-04-28-00-59-28,-15.126196700065476,25.49591796402577,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-28LuxQuest.jpg,5.509104817708334
2018-04-28-00-59-30,-15.026954051425191,25.57373601678702,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-30LuxQuest.jpg,5.29466796875
2018-04-28-00-59-33,-14.878025191667648,25.690311977993506,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-33LuxQuest.jpg,5.17951171875
2018-04-28-00-59-36,-14.72902461492382,25.80671206182886,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-36LuxQuest.jpg,5.4806119791666665
2018-04-28-00-59-38,-14.629650485142012,25.884214218340997,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-38LuxQuest.jpg,5.500846354166667
2018-04-28-00-59-41,-14.480528672540416,26.000322311589336,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-41LuxQuest.jpg,5.175
2018-04-28-00-59-44,-14.331336850499827,26.116257942561134,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-44LuxQuest.jpg,5.455530598958333
2018-04-28-00-59-46,-14.231835508444728,26.19345444810791,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-46LuxQuest.jpg,5.513287760416667
2018-04-28-00-59-49,-14.082526719414602,26.309106626229152,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-49LuxQuest.jpg,5.476236979166667
2018-04-28-00-59-52,-13.93314877471913,26.42459487981031,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-52LuxQuest.jpg,5.4617708333333335
2018-04-28-00-59-54,-13.833525343032617,26.50149427212819,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-54LuxQuest.jpg,5.225530598958334
2018-04-28-00-59-57,-13.684034700215841,26.61670590304797,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-00-59-57LuxQuest.jpg,5.1718977864583335
2018-04-28-01-00-00,-13.534476609281011,26.73175873206954,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-00LuxQuest.jpg,5.341917317708333
2018-04-28-01-00-03,-13.38485277777542,26.846649344098324,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-03LuxQuest.jpg,5.3197233072916665
2018-04-28-01-00-05,-13.285067982869764,26.923157708086222,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-05LuxQuest.jpg,5.345009765625
2018-04-28-01-00-08,-13.135336575884745,27.037787065379252,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-08LuxQuest.jpg,5.38287109375
2018-04-28-01-00-11,-12.985541135876256,27.15226445096325,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-11LuxQuest.jpg,4.866214192708333
2018-04-28-01-00-13,-12.88564278907565,27.228496192289764,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-13LuxQuest.jpg,4.987962239583333
2018-04-28-01-00-16,-12.735743188682319,27.34271915332718,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-16LuxQuest.jpg,4.998509114583333
2018-04-28-01-00-19,-12.585782970360103,27.45679355775015,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-19LuxQuest.jpg,5.073785807291666
2018-04-28-01-00-21,-12.48577448675913,27.532760629246322,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-21LuxQuest.jpg,5.205973307291667
2018-04-28-01-00-24,-12.335713523146659,27.646590854406462,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-24LuxQuest.jpg,5.325130208333333
2018-04-28-01-00-27,-12.185591941605301,27.760277645594034,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-27LuxQuest.jpg,5.2675553385416665
2018-04-28-01-00-29,-12.085479297619486,27.83598858499633,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-29LuxQuest.jpg,5.341800130208333
2018-04-28-01-00-32,-11.935261239656104,27.949439734657535,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-32LuxQuest.jpg,5.324752604166667
2018-04-28-01-00-35,-11.784985125084775,28.062750865440755,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-35LuxQuest.jpg,5.305452473958334
2018-04-28-01-00-38,-11.63465351522644,28.175925392440572,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-38LuxQuest.jpg,5.15966796875
2018-04-28-01-00-41,-11.4842664100811,28.288965023204284,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-41LuxQuest.jpg,5.21580078125
2018-04-28-01-00-44,-11.333823809648752,28.40187146527918,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-44LuxQuest.jpg,5.299794921875
2018-04-28-01-00-46,-11.23349857602502,28.477068432946435,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-46LuxQuest.jpg,5.338880208333333
2018-04-28-01-00-49,-11.082966329359817,28.589758016515184,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-49LuxQuest.jpg,5.358610026041666
2018-04-28-01-00-52,-10.932381148728545,28.70231953403699,/home/pi/Transfer/3435_Lux Quest/61/2018-04-28-01-00-52LuxQuest.jpg,5.333929036458334
